"1415731_at"	766.1629	756.9286	738.9382	787.5771	866.5037	809.6376	944.3647	692.1481
"1415732_at"	1339.11	1197.309	1104.401	942.8925	1181.833	1142.567	972.4305	1171.244
"1415733_a_at"	9384.201	7040.544	7985.811	6924.773	7899.227	9054.538	8076.712	8582.809
"1415734_at"	6254.554	5873.347	6483.12	6003.952	6681.038	6453.647	6428.255	6336.85
"1415735_at"	1863.352	1706.315	1823.185	2287.572	1745.519	1731.375	1850.968	1671.026
"1415736_at"	5800.57	4211.188	4934.581	4913.424	4852.129	5026.467	4574.584	4944.237
"1415737_at"	1978.571	2512.935	2409.707	2366.811	2328.281	2353.965	2326.593	2337.91
"1415738_at"	1966.609	1592.332	1821.676	1718.6	1531.446	2028.828	1903.728	2004.435
"1415739_at"	1693.793	1350.179	1890.949	1663.934	1852.162	1919.22	1833.789	1571.705
"1415740_at"	3589.883	3110.823	3590.979	3507.756	4332.307	4333.944	4095.732	4081.184
"1415741_at"	2509.087	2607.285	2576.198	2487.815	2092.756	2309.007	2067.222	2552.128
"1415742_at"	750.3994	685.6215	716.5974	672.444	709.8646	648.021	553.7068	631.2545
"1415743_at"	1651.976	1566.49	1730.87	1638.889	1495.268	1704.4	1229.99	1623.587
"1415744_at"	2971.483	2310.926	2600.219	2585.089	3244.727	2700.769	3011.133	2476.957
"1415745_a_at"	1929.054	1947.717	1808.64	1623.577	1854.271	1799.802	1966.458	2049.791
"1415746_at"	460.6836	537.0684	606.6136	414.0424	512.8189	404.5764	437.8983	409.9736
"1415747_s_at"	4181.239	2345.218	3990.061	3756.277	4127.685	3807.622	4521.21	3879.269
"1415748_a_at"	772.8569	708.1498	658.9485	731.748	652.0249	661.0181	853.5274	706.6257
"1415749_a_at"	2517.129	2471.393	2454.147	2454.628	2717.713	2507.147	2560.626	2450.607
"1415750_at"	301.9246	187.771	329.3102	274.7886	358.1312	316.6995	346.1996	252.4982
"1415751_at"	4496.781	3170.822	3549.585	3434.937	3289.897	3087.738	3838.912	4561.916
"1415752_at"	2772.965	2169.822	2305.584	2151.666	2411.031	2347.732	2680.763	2592.628
"1415753_at"	1421.652	1125.036	1173.919	1195.061	1263.448	1356.55	1274.283	1156.496
"1415754_at"	3816.267	2855.569	3422.634	3447.567	3435.151	3281.237	3228.469	3792.883
"1415755_a_at"	1937.42	1732.686	1923.794	1836.201	1997.296	2118.104	2098.054	1928.707
"1415756_a_at"	3390.888	2464.518	2940.649	2673.381	3086.027	2645.159	2747.427	2891.066
"1415757_at"	465.5659	463.4679	477.293	433.5499	377.3712	475.8726	310.804	452.6631
"1415758_at"	1049.617	982.7054	1120.192	1221.14	1033.867	1006.828	1035.134	1183.705
"1415759_a_at"	4038.009	3145.862	3317.735	3116.681	3598.981	3670.808	3630.615	3580.971
"1415760_s_at"	4185.317	3884.85	3873.09	3813.143	3307.883	3689.315	3204.365	3904.458
"1415761_at"	1925.317	1512.793	1506.302	1849.467	1866.819	1553.9	1567.09	1567.305
"1415762_x_at"	1830.777	1447.48	1574.133	1691.407	1622.566	1764.455	1502.313	1588.412
"1415763_a_at"	2447.646	2023.917	2014.075	1805.777	2115.658	1751.266	1960.172	2045.369
"1415764_at"	4781.585	4595.436	5826.262	3316.886	5141.096	4780.182	3610.323	4430.119
"1415765_at"	1070.846	1143.809	1161.116	1095.584	949.3548	934.8304	920.6001	1139.727
"1415766_at"	840.6212	972.597	1040.821	821.6055	665.6729	921.5323	730.8713	850.5828
"1415767_at"	2194.019	2383.277	2119.536	2259.395	1986.677	2411.162	2166.604	2476.115
"1415768_a_at"	8186.122	7500.342	8514.51	7261.456	8850.656	9624.268	9343.608	9403.526
"1415769_at"	1030.215	1321.668	1182.307	1301.708	983.5566	970.0755	844.5267	1208.995
"1415770_at"	630.8932	785.8051	608.1656	687.044	497.4311	799.2197	618.693	616.4885
"1415771_at"	6597.741	5626.005	6094.171	5590.335	6740.147	6340.746	6735.594	5799.527
"1415772_at"	612.5105	821.7671	1115.912	990.7075	1064.291	1251.823	1194.078	1053.397
"1415773_at"	1180.187	1294.776	1336.542	1184.692	1517.936	1189.853	1204.386	1194.066
"1415774_at"	139.8227	257.5238	211.3818	218.1637	202.093	161.1457	115.2559	195.0108
"1415775_at"	12653.32	14202.22	11446.96	13320.36	15180.37	11756.57	15324.83	12901.4
"1415776_at"	387.3209	485.7228	589.1147	495.6562	395.1842	284.7302	271.9156	562.135
"1415777_at"	32.67363	2.597919	2.070697	13.08857	9.782821	1.999608	20.49522	5.997503
"1415778_at"	5797.066	5648.21	5185.159	5126.939	5109.185	4903.966	4042.605	5104.253
"1415779_s_at"	14518.54	17649.22	16279.81	16900.03	22224.58	14457.62	11125.31	15632.34
"1415780_a_at"	478.2066	691.9302	630.2037	696.6927	616.8348	448.51	570.709	529.5317
"1415781_a_at"	39016.61	42325.68	35257.79	32610.47	49299.82	36534.82	40107.57	40309.63
"1415782_at"	15597.97	16893.99	14577.39	14640.95	17230.35	15880.05	16368.48	15846.81
"1415783_at"	6289.367	6331.368	6242.924	5398.237	6971.881	6405.197	6795.01	6353.262
"1415784_at"	273.8391	195.3549	347.5608	233.4885	121.598	228.3729	241.5615	200.0439
"1415785_a_at"	2423.08	2694.733	2709.662	2727.349	2781.297	2553.562	2865.881	2675.654
"1415786_at"	44.96079	14.88374	7.316988	67.3399	112.0426	27.54134	67.00435	14.6221
"1415787_at"	361.1636	380.2082	459.1714	363.4869	433.4637	338.0772	385.2378	281.1062
"1415788_at"	1584.661	1742.56	1557.876	1464.63	1645.969	1912.14	1852.446	1941.543
"1415789_a_at"	490.5198	409.499	541.4923	304.5087	552.5827	373.0797	557.0749	489.9388
"1415790_at"	444.3869	413.4297	421.9693	385.7854	353.9815	415.0962	389.1913	316.4577
"1415791_at"	1879.554	1555.135	1774.706	1870.927	2031.935	1931.992	2005.739	1810.776
"1415792_at"	943.6573	622.3399	493.2602	628.7999	721.3345	710.7308	530.0738	891.3748
"1415793_at"	674.7265	510.9796	597.6327	471.3249	703.6091	626.0839	682.7877	566.4446
"1415794_a_at"	1326.251	1743.312	1537.463	1530.29	1145.531	1239.431	1161.334	1376.353
"1415795_at"	261.0262	205.0167	233.8554	198.5504	223.5964	135.8542	228.0106	177.9995
"1415796_at"	9558.816	9045.29	9047.967	9202.557	9290.157	8751.786	8773.571	9000.033
"1415797_at"	489.9895	490.4395	531.0732	513.3434	534.4575	598.5862	638.6497	569.1694
"1415798_at"	66.04633	118.4872	9.647416	18.39908	159.4051	14.97189	48.22139	116.1766
"1415799_at"	1593.502	1629.054	1701.618	1792.375	1910.88	1911.887	1892.573	1933.386
"1415800_at"	16242.97	21932.98	15537.52	20395.21	19312.57	14757.78	18059.8	19737.78
"1415801_at"	595.1409	677.2971	630.7352	711.4775	783.2004	747.6034	787.6987	562.8502
"1415802_at"	18837.21	17749.77	17438.35	18362.87	23652.33	19383.53	20063.08	18858.33
"1415803_at"	175.3799	154.9951	130.6093	143.9006	189.9063	142.6653	91.79468	177.2846
"1415804_at"	18.82083	19.17747	46.58932	38.97391	28.84271	13.03747	14.26059	111.0199
"1415805_at"	34.60549	2.33568	42.51149	60.12187	53.18258	46.28796	107.6569	51.85441
"1415806_at"	785.3746	966.9337	851.3761	1001.592	782.9791	825.0618	636.3564	956.8382
"1415807_s_at"	612.005	495.7606	508.7039	498.097	568.4207	682.1426	531.5414	508.2402
"1415808_at"	2.057832	11.52631	46.59709	9.900784	5.175703	9.0673	43.466	2.35302
"1415809_at"	52.47577	28.18682	68.35943	18.83581	51.12641	5.398088	7.333736	47.33326
"1415810_at"	65.51126	85.44215	72.83763	126.8764	99.58172	63.56517	132.9831	97.41336
"1415811_at"	85.58715	67.65856	53.95514	6.760092	96.99189	7.893724	41.08869	48.60201
"1415812_at"	25927.91	43501.12	33745.73	27034.13	32093.57	27005.17	30473.22	32719.97
"1415813_at"	1577.154	1769.151	1659.551	1684.99	1725.318	1761.141	1801.111	1518.503
"1415814_at"	1286.343	1146.63	1537.587	1608.553	1299.119	1622.148	1358.704	1547.43
"1415815_at"	15.62894	36.06034	47.66721	28.38667	9.346456	19.70698	8.536836	62.59723
"1415816_at"	5435.944	4859.125	5320.872	4627.293	5517.41	5227.699	5469.096	5195.704
"1415817_s_at"	2630.865	2403.096	2242.489	2472.844	3012.088	2198.449	3056.008	2628.584
"1415818_at"	1432.193	1260.809	1655.396	1705.918	1296.615	1962.353	1515.214	1475.448
"1415819_a_at"	2231.486	2099.094	2450.574	2363.072	2516.76	2480.534	2605.447	1931.23
"1415820_x_at"	1558.442	1692.752	1755.175	1926.512	1368.711	1587.851	1377.191	1807.368
"1415821_at"	4022.886	4848.473	3915.881	3932.806	2965.692	4055.539	4353.706	4747.292
"1415822_at"	1291.794	2212.457	1628.002	1392.257	1790.476	2180.54	1419.41	2237.168
"1415823_at"	98.21073	101.0179	99.0233	100.3273	173.1518	166.1471	80.41706	150.9709
"1415824_at"	40.40365	29.69917	45.17181	50.18755	32.74638	104.0003	76.21223	41.39732
"1415825_s_at"	1100.798	808.9241	814.625	971.1399	799.5425	782.9855	993.2698	962.7039
"1415826_at"	1094.059	1254.931	1167.55	1123.865	1202.514	1062.156	1160.961	971.1705
"1415827_a_at"	1953.967	2264.398	1978.824	2005.416	1712.629	1660.544	1361.015	2091.051
"1415828_a_at"	549.1615	518.7563	533.6155	500.866	551.5244	510.5201	421.6285	576.752
"1415829_at"	2004.414	2076.546	1973.026	2268.845	2102.912	2095.305	1793.919	2059.656
"1415830_at"	481.8065	621.3503	640.3828	575.7996	404.0395	563.5853	464.4269	559.5162
"1415831_at"	6294.121	4391.526	5318.829	4894.93	6745.531	5552.071	6058.921	6368.125
"1415832_at"	2.194454	17.90922	1.468422	20.32339	1.932909	1.193329	2.104202	15.68589
"1415833_x_at"	48536.01	50285.38	44565.32	37633.13	52872.21	45600.34	52404.14	43121.97
"1415834_at"	1203.863	1511.469	1390.766	1734.268	1604.37	1257.722	1055.753	1336.037
"1415835_at"	4.836957	5.720954	24.84778	54.63757	1.835108	22.23945	19.94161	11.10146
"1415836_at"	157.702	151.5718	201.1203	157.9777	123.3749	168.4984	98.95314	130.1508
"1415837_at"	20.37777	2.08869	3.800453	4.371311	9.132693	4.293607	27.26038	13.63733
"1415838_at"	4942.557	5224.828	4907.542	4313.446	6003.671	5529.802	5639.708	5023.186
"1415839_a_at"	7438.987	6876.494	6210.054	6733.906	5204.721	6078.092	5821.963	6655.683
"1415840_at"	2154.976	2782.852	2435.006	2451.712	1627.68	1880.127	1801.101	2238.758
"1415841_at"	2567.472	2774.517	2737.432	2671.083	2506.346	2496.822	2140.401	2865.247
"1415842_at"	190.1108	204.5919	171.1676	189.2856	180.3999	192.0464	251.638	140.206
"1415843_at"	110.962	11.09214	17.07253	63.33104	29.64162	41.1034	24.6684	20.40759
"1415844_at"	1.539907	9.375813	8.608051	1.701634	14.4391	4.810343	45.0059	9.638149
"1415845_at"	45.21478	87.87021	25.50686	54.75321	55.9118	7.655446	56.5568	75.59351
"1415846_a_at"	3.570884	5.662655	39.43658	8.493124	4.417682	5.9713	8.258862	9.043086
"1415847_at"	37.16734	52.39239	29.74948	17.78667	6.339689	2.295424	31.86379	9.800824
"1415848_at"	59.57678	115.3361	97.90015	124.1999	48.67431	142.126	103.8176	99.33497
"1415849_s_at"	3141.035	2340.558	2345.819	2979.525	1939.204	1870.313	1853.899	3101.133
"1415850_at"	654.0956	637.1342	734.0032	505.5466	489.3391	578.7316	636.5303	581.5594
"1415851_a_at"	2934.618	2772.896	2900.014	3055.968	2982.364	2834.718	3021.555	2838.598
"1415852_at"	1873.217	1670.458	1789.346	1576.02	1575.467	1734.57	1849.319	1713.14
"1415853_at"	687.8625	419.4912	674.5565	582.2408	642.0073	817.133	940.4717	499.5338
"1415854_at"	344.0875	206.951	232.2376	182.9181	238.9253	175.0416	126.4474	124.9309
"1415855_at"	4781.655	4641.066	4757.154	5734.404	4192.237	4313.434	4031.965	5400.136
"1415856_at"	159.3554	160.0489	118.8236	118.9125	144.6664	79.37021	141.2172	122.2424
"1415857_at"	49.18892	113.4106	19.66392	15.05334	21.40976	13.48025	51.04004	60.20636
"1415858_at"	3958.612	3270.695	4486.896	3724.98	3722.707	4286.117	3624.79	3976.255
"1415859_at"	2026.767	2017.398	2470.94	1589.871	1443.833	1596.89	2116.677	1873.345
"1415860_at"	5973.991	5301.093	3747.467	5083.813	9808.607	7739.569	5562.718	2818.79
"1415861_at"	42.59157	9.677231	8.511709	8.360731	4.222156	24.52886	5.627732	7.935465
"1415862_at"	29.63901	11.00244	4.312353	15.67908	11.32115	35.2393	30.7437	17.35773
"1415863_at"	15583.29	16954.29	15054.64	15973.44	17370.88	16514.61	16339.12	16449.5
"1415864_at"	595.9437	923.481	530.9786	526.8668	1277.608	649.5458	1784.417	712.9286
"1415865_s_at"	1247.4	1668.837	1224.461	766.6985	2607.301	1308.794	3829.127	1296.728
"1415866_at"	221.8699	219.996	249.0246	151.7565	307.4776	218.1582	260.7464	201.7046
"1415867_at"	8327.978	7886.422	7524.575	7743.048	7907.141	7388.983	7384.071	7556.014
"1415868_at"	21.51406	25.93841	5.961125	14.60971	6.763272	4.428767	7.796308	1.868086
"1415869_a_at"	1245.771	1199.068	1270.77	1245.434	1199.096	1415.991	1168.248	1206.158
"1415870_at"	9866.202	9724.813	9457.034	9200.173	9175.23	8907.854	8338.312	8958.981
"1415871_at"	517.1243	779.6899	662.6604	342.1256	395.2058	423.2081	474.9589	541.5692
"1415872_at"	5250.483	5849.464	5913.187	5386.182	6452.646	6427.379	5976.559	6026.618
"1415873_a_at"	1614.648	1374.782	1612.195	1805.166	1560.508	1519.07	1650.537	1600.696
"1415874_at"	642.786	930.0005	800.2931	728.1953	871.141	849.3984	605.2838	907.9335
"1415875_at"	95.01421	44.78615	5.676988	32.96053	58.7666	34.84716	47.7662	51.08614
"1415876_a_at"	20262.68	14854.05	17941.37	14792.34	14918.59	18136.55	18663.13	17232.83
"1415877_at"	786.626	797.0818	943.7597	1096.039	535.7059	631.4483	510.5842	493.9601
"1415878_at"	481.2376	499.3397	395.2822	525.9363	351.4209	388.7567	469.3728	452.9672
"1415879_a_at"	43469.96	43786.79	39283.41	34519.34	48054.21	43139.84	44501.36	39612.9
"1415880_a_at"	14384.91	12158.15	13362.01	13348.87	16632.41	14427.49	14652.15	14598.08
"1415881_at"	9993.984	9719.792	10089.6	9341.188	10958.97	12987.71	12073.21	11176.91
"1415882_at"	3887.059	3541.072	3520.037	3886.08	4456.071	3984.656	4174.334	4227.781
"1415883_a_at"	13.36419	27.62837	3.127326	3.184588	10.11115	22.71631	2.264167	2.407894
"1415884_at"	78.36286	189.551	99.18616	95.06568	102.2671	129.5128	111.9845	184.6188
"1415885_at"	54.6333	56.37057	53.04152	80.65156	17.02101	103.9028	4.261311	52.57737
"1415886_at"	397.7921	309.2966	456.9456	404.7299	477.7433	363.9719	395.3252	415.95
"1415887_at"	3636.947	3539.604	3947.174	3142.184	4845.116	4984.107	5088.227	3770.186
"1415888_at"	2717.686	2601.832	2662.772	2455.092	2687.031	2882.748	2728.192	2774.891
"1415889_a_at"	9229.088	10381.55	8431.554	10039.43	7244.365	7087.123	6849.293	8200.675
"1415890_at"	734.0073	877.1954	675.2717	834.7546	700.4094	745.6603	786.193	911.7002
"1415891_at"	21486.16	19939.73	18934.86	19849.66	26552.66	22298.93	24495.15	21893.61
"1415892_at"	276.1436	325.1821	320.687	316.7411	197.7995	242.6825	205.2859	263.9802
"1415893_at"	4.4171	9.323946	5.346989	11.97263	58.88568	2.091089	1.938368	19.4977
"1415894_at"	341.0901	279.7186	295.3052	379.626	250.9583	278.3398	338.9467	375.3345
"1415895_at"	3598.771	3128.356	3249.547	3190.453	6336.176	4212.972	5972.779	4979.098
"1415896_x_at"	2597.804	2322.663	2458.798	2362.269	4256.373	2617.461	2931.605	2947.96
"1415897_a_at"	5564.928	8319.306	7720.436	5853.068	7552.609	9331.412	9543.171	9365.901
"1415898_at"	3.45079	4.235833	2.052479	24.75187	26.33031	8.979547	3.134727	5.450496
"1415899_at"	173.9649	302.3336	396.2552	429.0888	495.2964	448.2908	224.6327	150.444
"1415900_a_at"	2.587066	42.38848	3.110058	19.3893	68.87932	35.69988	59.47781	33.12705
"1415901_at"	1045.946	979.4582	950.1525	1120.306	1004.408	924.2074	636.0784	1135.906
"1415902_at"	4.570808	6.890397	4.968628	3.228758	9.674762	4.581882	6.082695	5.800212
"1415903_at"	466.8083	552.6475	575.1441	680.3129	622.6058	707.6297	451.3077	527.4031
"1415904_at"	73217.3	73884.98	70472.11	56310.91	84215.02	73056.3	83230.79	69465.6
"1415905_at"	41.19855	23.22553	12.55272	24.88036	38.78348	28.3636	36.90736	18.21024
"1415906_at"	41195.72	46133.93	38867.04	35562.72	37058.78	35114.36	35438.73	38343.67
"1415907_at"	1024.512	729.2972	1099.153	1201.39	918.1665	946.117	1085.604	950.3097
"1415908_at"	2208.88	2505.726	2227.396	2702.659	2238.726	2081.281	2372.844	2704.975
"1415909_at"	1324.442	1258.293	1387.837	1158.606	1517.856	1437.673	1281.391	1400.075
"1415910_s_at"	1800.434	1496.24	1760.516	1844.295	2389.374	2346.703	2279.262	2157.422
"1415911_at"	676.9965	873.5181	762.9905	736.6553	935.0574	859.8565	1057.532	791.3897
"1415912_a_at"	12955.17	10536.34	11876.17	10663.54	13019.07	13332.01	11814.74	10225.26
"1415913_at"	2.927098	49.43774	53.8542	71.59456	29.65392	3.910389	5.031579	13.39493
"1415914_at"	6765.635	7081.006	7182.446	7313.308	7382.974	7035.725	6896.019	6655.41
"1415915_at"	3379.228	3164.713	3404.143	2955.986	3745.804	3555.523	3731.553	3468.921
"1415916_a_at"	1063.139	849.95	989.0084	1017.237	987.8257	1358.778	1474.236	1005.331
"1415917_at"	722.4766	660.3167	683.2106	542.8397	712.9418	575.5424	983.2438	729.7144
"1415918_a_at"	20082.78	18694.76	18716.81	19447.17	22306.2	21876.1	23478.34	20477
"1415919_at"	594.0822	937.6134	769.6707	684.8987	497.9128	591.4337	561.2028	790.1252
"1415920_at"	2876.139	3047.523	2793.455	3266.802	3093.105	3617.145	3343.238	3080.825
"1415921_a_at"	9.105522	11.97859	3.255765	9.378912	14.84793	56.37872	45.40851	8.611381
"1415922_s_at"	502.5169	523.1285	528.6734	608.9074	545.2973	540.7071	333.1756	354.5341
"1415923_at"	1258.021	1638.111	1413.455	1576.156	1166.174	974.1918	901.8856	1280.067
"1415924_at"	50.51479	2.000035	6.612619	3.869542	6.430465	30.11672	1.999844	2.85322
"1415925_a_at"	830.7301	602.9636	741.5302	663.5109	624.9081	853.8644	860.6899	668.4424
"1415926_at"	815.2118	741.5815	789.2484	683.1956	886.0166	759.7612	944.345	828.6951
"1415927_at"	79998.3	88502.85	74298.64	61849.01	93866.84	76351.38	91672.93	74601.72
"1415928_a_at"	6760.087	7490.958	7111.119	7417.116	7313.455	6766.467	8008.206	7688.398
"1415929_at"	5560.85	4979.776	5681.519	4909.743	5498.888	5510.458	5419.081	5277.13
"1415930_a_at"	14541.53	11780.97	10610.94	12398.54	12780.25	11460.51	10177.02	11684.7
"1415931_at"	28.86174	41.9058	84.76212	103.3869	141.0284	20.12042	51.19482	14.48239
"1415932_x_at"	1426.218	990.7313	1099.188	1140.427	1018.399	1255.95	1076.026	972.769
"1415933_a_at"	44275.1	48979.53	40317.75	43477.11	52242.69	45648.51	52612.46	48264.5
"1415934_at"	2374.239	1670.833	2581.396	1972.072	2285.964	2818.561	2796.373	2199.244
"1415935_at"	2551.139	2229.737	2075.363	3206.028	971.2993	1677.148	1619.293	2407.395
"1415936_at"	275.5237	435.9276	436.7714	450.085	428.6999	245.7346	425.8655	453.9258
"1415937_s_at"	394.5924	422.6894	515.3306	473.3743	299.1508	465.2483	366.9834	387.0876
"1415938_at"	3.90791	72.18768	21.06004	24.42129	28.90214	4.62955	28.24262	2.201149
"1415939_at"	405.012	536.6493	351.0248	278.2703	228.9705	248.0891	171.1492	391.3617
"1415940_at"	881.785	914.1874	929.4304	870.0491	975.6287	858.8828	1145.53	862.0154
"1415941_s_at"	358.7003	254.192	288.569	375.9418	166.1347	337.1269	287.8775	322.8558
"1415942_at"	27423.24	27544.53	24110.72	21051.79	25751.48	23346.35	26656.59	24779.51
"1415943_at"	231.6574	323.062	276.4635	219.1373	122.4679	188.1058	136.3884	234.8968
"1415944_at"	110.0593	181.4254	37.05711	131.8982	48.36953	52.48555	65.50051	141.8095
"1415945_at"	71.96132	82.61816	100.4011	68.06155	78.94595	86.03979	52.33572	119.7865
"1415946_at"	769.626	688.184	565.1401	725.9433	627.9531	482.1127	781.5247	659.8237
"1415947_at"	3556.498	3344.02	3668.245	3490.469	4342.252	4373.684	4913	4376.446
"1415948_at"	3966.735	4535.069	3940.326	3946.648	5454.976	4679.692	6381.265	4860.709
"1415949_at"	14187.57	17585.63	16771.57	17795.76	15259.87	13011.07	11955.99	16766.03
"1415950_a_at"	15671.35	12503.16	14169.87	13551.09	11916.62	14208.3	17217.12	10985.76
"1415951_at"	285.8424	228.4906	203.2423	276.9412	213.2204	164.2048	332.0229	437.2662
"1415952_at"	573.6704	475.2142	553.5197	360.1945	351.9142	740.3497	440.7054	650.8006
"1415953_s_at"	279.0317	294.8391	337.3031	240.0726	243.631	227.0403	256.6706	338.2095
"1415954_at"	10.4513	2.500324	1.715751	15.46176	10.47064	5.189212	1.842536	2.540506
"1415955_x_at"	24.72137	42.42139	4.716837	25.29375	15.23147	13.03998	10.84303	42.46816
"1415956_a_at"	946.1033	1077.301	984.1357	904.0048	1273.228	1089.212	1144.849	800.6243
"1415957_a_at"	678.4719	542.1479	732.9765	846.4031	728.004	569.0287	766.5456	655.8598
"1415958_at"	6562.076	6326.122	7501.234	6597.388	10055.44	9230.662	9802.248	8709.466
